id,html_url,agent,group,btype,title
2210984598,https://github.com/tscircuit/tscircuit.com/pull/333,Claude_Code,agent,build_ci,fix(deps): update dependency updates
2222549952,https://github.com/FriendsOfShopware/shopmon/pull/365,Claude_Code,agent,network,fix(deps): bump the all group across 1 directory with 30 updates
2971298643,https://github.com/Cap-go/capacitor-native-audio/pull/197,Claude_Code,agent,build_ci,fix(deps): update dependency androidx.media:media to v1.7.1
3108445263,https://github.com/Nine-Minds/alga-psa/pull/1451,Claude_Code,agent,other_logic,fix: handle Date objects from pg driver for time_periods date columns
2716220329,https://github.com/pezware/mirubato/pull/427,Claude_Code,agent,ui,Fix About icon similarity with Timer icon (#416)
2466058972,https://github.com/trufflesecurity/trufflehog/pull/4065,Claude_Code,agent,network,fix(deps): update module cloud.google.com/go/secretmanager to v1.14.7
3221081040,https://github.com/mlflow/mlflow/pull/20426,Claude_Code,agent,typo_doc,Cherry-pick patch PRs for 3.9.0
2424702840,https://github.com/kubernetes-sigs/cloud-provider-azure/pull/8759,Claude_Code,agent,network,[release-1.30] fix: Remove the shared slb health probe after the last cluster servic…
2699050324,https://github.com/contentful/marketplace-partner-apps/pull/5751,Claude_Code,agent,ui,fix(deps): bump the production-dependencies group in /apps/hugging-face with 2 updates
2689525780,https://github.com/MemberJunction/MJ/pull/1197,Claude_Code,agent,other_logic,Fix cascade delete procedures after AIAgentRun schema changes
2592269362,https://github.com/kazuya-tanimoto/freee-receipt-automation/pull/15,Claude_Code,agent,build_ci,fix: exclude CLAUDE.md from markdown linting
2665219308,https://github.com/MervinPraison/PraisonAI/pull/916,Claude_Code,agent,other_logic,Fix: resolve duplicate callback execution in LLM interaction handling
2327551427,https://github.com/ast-grep/ast-grep/pull/1798,Claude_Code,agent,build_ci,fix(deps): update rust crate toml_edit to v0.22.24
2928241056,https://github.com/tpu-kanglabs/ub-moji/pull/86,Claude_Code,agent,build_ci,fix(deps): update dependency astro to ^5.14.5
2650589954,https://github.com/Significant-Gravitas/AutoGPT/pull/10328,Claude_Code,agent,other_logic,fix(backend): Include node execution steps and cost of sub-graph execution
2640105723,https://github.com/contentful/marketplace-partner-apps/pull/5437,Claude_Code,agent,build_ci,fix(deps): bump @contentful/f36-components from 4.80.4 to 4.80.5 in /apps/wix in the production-dependencies group
2949184112,https://github.com/kubeasy-dev/website/pull/70,Claude_Code,agent,build_ci,fix(deps): update dependency zod to v4
2644741108,https://github.com/DollhouseMCP/mcp-server/pull/80,Claude_Code,agent,build_ci,"Fix critical CI path resolution issues (Issues #78, #79)"
2607105407,https://github.com/BeehiveInnovations/pal-mcp-server/pull/89,Claude_Code,agent,build_ci,fix: respect OPENROUTER_ALLOWED_MODELS in listmodels tool
2236140727,https://github.com/grafbase/grafbase/pull/2469,Claude_Code,agent,build_ci,fix(deps): update dependencies-non-major
2947916024,https://github.com/owncast/owncast/pull/4653,Claude_Code,agent,network,fix(deps): update module github.com/twin/go-away to v1.8.1
2662525944,https://github.com/Pettor/template-web-app-react-enterprise/pull/72,Claude_Code,agent,build_ci,fix(deps): update dependency react-hook-form to v7.60.0
2731280779,https://github.com/lqvp/ai/pull/210,Claude_Code,agent,build_ci,fix(deps): update dependency @napi-rs/canvas to v0.1.77
2626217563,https://github.com/24taro/notebooklm-collector/pull/234,Claude_Code,agent,security_auth,fix(slack): CORSエラー修正とUI改善
2594822613,https://github.com/backstage/backstage/pull/30255,Claude_Code,agent,network,fix(deps): update codemirror to v6.11.1
2630932664,https://github.com/hamkichi/homebridge-echonet-lite-eolia/pull/18,Claude_Code,agent,data_parse,fix: make version tests dynamic for NPM publish workflow
2817358297,https://github.com/yoshiko-pg/difit/pull/92,Claude_Code,agent,other_logic,fix: make --clean flag properly reset viewed files counter
2662433364,https://github.com/blaze-commerce/blazecommerce-wp-plugin/pull/340,Claude_Code,agent,other_logic,Fix: Restore Claude AI Review Functionality
2370986054,https://github.com/synapsecns/sanguine/pull/3557,Claude_Code,agent,security,fix(deps): update module github.com/ethereum/go-ethereum to v1.13.15 [security]
2332581686,https://github.com/mlflow/mlflow/pull/14569,Claude_Code,agent,typo_doc,Fix `Dataset.source` and `Dataset.source_type` docs
2592741820,https://github.com/tktcorporation/vrchat-albums/pull/437,Claude_Code,agent,performance,fix: remove session duration limits and optimize query performance
2272919599,https://github.com/contentful/marketplace-partner-apps/pull/4066,Claude_Code,agent,build_ci,fix(deps): bump the production-dependencies group across 1 directory with 2 updates
3205159291,https://github.com/YJSN180/nico-ranking-custom/pull/213,Claude_Code,agent,other_logic,fix: タッチリスナーの過剰な再登録を修正 (#189)
2940056575,https://github.com/DollhouseMCP/mcp-server/pull/1394,Claude_Code,agent,build_ci,hotfix: Update server.json version to 1.9.22
2715040549,https://github.com/UltimatePea/chinese-ocaml/pull/2120,Claude_Code,agent,other_logic,Fix #2117: 修复rhyme_engine.ml编译警告 - 抑制unused字段和函数警告
2458569884,https://github.com/Azure/LogicAppsUX/pull/7027,Claude_Code,agent,other_logic,fix(vscode): Delete statusCode from root def 
2632683738,https://github.com/junichiro/tobelog/pull/25,Claude_Code,agent,build_ci,fix: Remove all compilation warnings and fix database connection
2888739700,https://github.com/delano/familia/pull/156,Claude_Code,agent,network,Fix middleware registration and add reconnect! method
2653221757,https://github.com/openemr/openemr-devops/pull/466,Claude_Code,agent,network,fix(shellcheck): SC2312
2664418440,https://github.com/SuzumiyaAoba/jsont/pull/38,Claude_Code,agent,data_parse,Fix JSON syntax highlighting for edge cases
2553331222,https://github.com/microsoft/vscode/pull/250083,Copilot,agent,other_logic,Fix GitHub workflows to check file changes before user permissions
2847913210,https://github.com/Arcane-Fly/Z2/pull/130,Copilot,agent,build_ci,"Fix Railway deployment failures: resolve corepack hash mismatch, secure JWT configuration, and eliminate build conflicts"
2378471358,https://github.com/FriendsOfREDAXO/pdfout/pull/86,Copilot,agent,other_logic,PAGENO Fix
2662312865,https://github.com/NiuStar-Byte/smart-filter-v14/pull/11,Copilot,agent,other_logic,Fix UTC timezone filtering and TOKENS filtering in PEC backtest
2623096585,https://github.com/seanmobrien/we-dont-need-no-education/pull/90,Copilot,agent,performance,"Fix excessively slow grid renders by optimizing caching, polling, and pagination"
3072154312,https://github.com/microsoft/perfview/pull/2346,Copilot,agent,typo_doc,Fix merge command line order in kubernetes documentation
2673253488,https://github.com/mupai555/MUPAI/pull/12,Copilot,agent,other_logic,Fix caloric deficit/surplus adjustment logic for FRI and sleep penalty
2701737863,https://github.com/WebQx/EMR/pull/34,Copilot,agent,network,"Resolve merge conflicts for PR #23: Enhanced PharmacyLocator component with TypeScript, error handling, and accessibility"
2907043451,https://github.com/saebyn/glowing-telegram/pull/523,Copilot,agent,build_ci,Fix embedding-service missing ECR definition and deployment configuration
2650985836,https://github.com/Treytucker05/powerhouse-tracker/pull/52,Copilot,agent,ui,Fix lint:ci scripts to allow warnings without failing CI
2661575942,https://github.com/gleidsonlm/placemyshop-backend/pull/17,Copilot,agent,network,Pull request for issue #14
2677653651,https://github.com/opentelemetrybot/opentelemetry-js/pull/49,Copilot,agent,security_auth,Fix minimum token permissions for workflows that perform git push operations
2679286760,https://github.com/timlawrenz/jubilant-palm-tree/pull/65,Copilot,agent,other_logic,Fix notebook hanging issue by implementing robust tqdm wrapper and fallback progress reporter
2989192205,https://github.com/dotnet/aspire/pull/12806,Copilot,agent,build_ci,Fix flaky ExecuteCommandAsync tests by removing DCP dependency
2673845669,https://github.com/Quafadas/netlib/pull/2,Copilot,agent,other_logic,Fix DGEMM bounds checking for matrices with offsets
3037094194,https://github.com/OWASP-BLT/BLT/pull/4966,Copilot,agent,typing,[WIP] Fix TypeError in AdventureListView
3002741297,https://github.com/HackerspaceMumbai/Visage/pull/196,Copilot,agent,crash,"Fix code review feedback: LINQ optimization, null safety, exception handling"
2664757673,https://github.com/SonnyS10/Multisensory-Stimulus-Presentation-and-Data-Collection-System/pull/5,Copilot,agent,ui,Fix mirror widget instruction display for tactile tests
3057589867,https://github.com/Forneck/vitalia-reborn/pull/665,Copilot,agent,other_logic,Fix duplicated aura damage reflection and add element-specific messages
2780188531,https://github.com/mupai555/mupai555/pull/38,Copilot,agent,ui,Fix expander styling and functional questionnaire access for all users
2681780781,https://github.com/Bullrich/tldr-rss/pull/7,Copilot,agent,crash,Fix issue #6: Add error handling for 404 and network failures in fetchNews
2859202117,https://github.com/SolaceHarmony/Thea-Code/pull/201,Copilot,agent,other_logic,Fix inconsistent tab switching behavior in SettingsView
2716529275,https://github.com/Walter905-creator/fixloapp/pull/123,Copilot,agent,ui,Fix PostCSS configuration and package.json corruption for Tailwind CSS build
3316817013,https://github.com/microsoft/kiota/pull/7408,Copilot,agent,other_logic,[WIP] Fix multiple constructors issue in HttpClientRequestAdapter
2575677504,https://github.com/Z43L/SOC/pull/133,Copilot,agent,network,Fix agent WebSocket configuration: set websocket as default transport and correct field names
3034795285,https://github.com/tylermilner/pickdiff/pull/58,Copilot,agent,ui,Strip git diff headers from diff output
2897712096,https://github.com/ivanopaulon/EventForge/pull/468,Copilot,agent,data_parse,Fix inventory document row data quality issues - Add proper field tracking and eliminate metadata parsing
3053813268,https://github.com/opsmill/infrahub/pull/7755,Copilot,agent,ui,[WIP] Fix ConvertObjectType mutation to handle null attribute_value
2887624442,https://github.com/billlzzz10/notion-mcp-server/pull/35,Copilot,agent,security,Fix security vulnerabilities
2854319819,https://github.com/aarondglover/clear-hl7-net/pull/5,Copilot,agent,other_logic,"Fix DateTime precision hierarchy, add culture parameter support, and convert ALL segments"
2786895753,https://github.com/OzCog/cogmo/pull/100,Copilot,agent,build_ci,Fix PLN CMakeLists.txt cmake module include paths
3040800930,https://github.com/open-telemetry/opentelemetry-rust/pull/3264,Copilot,agent,build_ci,fix: Remove unused tracing dependency from opentelemetry-otlp
3171597577,https://github.com/Azure/data-api-builder/pull/3056,Copilot,agent,data_parse,Fix serialization object mutation and implement double-encoding escaping mechanism
2679030737,https://github.com/AffanP2L/LIFE-OF-A-P2L/pull/7,Copilot,agent,other_logic,Copilot/fix 3a27a5c0 bc6e 49bf 8e70 91a523999b4a
2559078200,https://github.com/rodneyg/SafeDose/pull/178,Copilot,agent,security_auth,Fix Sign Out: Add loading state and improved UX feedback
2693066133,https://github.com/ambicuity/ambicuity/pull/2,Copilot,agent,ui,Fix empty repository showcase and GitHub activity sections in profile README
3008111658,https://github.com/BarbourSmith/Abundance/pull/1192,Copilot,agent,other_logic,Fix gcode z-axis origin from bottom to top
2589255816,https://github.com/wesback/fleetpulse/pull/29,Copilot,agent,other_logic,Fix OpenTelemetry traces not appearing in OTLP Collector
2677757062,https://github.com/EchoCog/6mlc3o/pull/6,Copilot,agent,crash,Fix Cloudflare Worker memory allocation error during build
2677465050,https://github.com/bader1919/n8n-claude-prompt-system/pull/19,Copilot,agent,build_ci,Fix ESLint eol-last error blocking CI/CD pipeline
2385398631,https://github.com/tldraw/tldraw/pull/5606,Cursor,agent,typo_doc,fix(state): update API links in state packages
2486049582,https://github.com/cockroachdb/cockroach/pull/145347,Cursor,agent,performance,release-24.3: changefeedccl: fix mock kafka server shutdown
2217293525,https://github.com/WolfSoko/wol-sok-mono/pull/1550,Cursor,agent,build_ci,fix(deps): update dependency @sentry/angular-ivy to v7.120.1
2726260657,https://github.com/sqreele/fast/pull/69,Cursor,agent,network,Fix user profile type mismatch
2909356296,https://github.com/langfuse/langfuse/pull/9682,Cursor,agent,other_logic,fix(database-read-stream): when downloading traces/observations as csv annotations scored as zero dropped
2298605967,https://github.com/callstack/react-native-bottom-tabs/pull/258,Cursor,agent,other_logic,fix(android): properly set android background color
2425706998,https://github.com/promptfoo/promptfoo/pull/3528,Cursor,agent,other_logic,fix: include reason in python score threshold message
3018968557,https://github.com/gregcastro23/WhatToEatNext/pull/58,Cursor,agent,security,Fix Content Security Policy violations
3103662523,https://github.com/mediar-ai/terminator/pull/428,Cursor,agent,build_ci,fix: return result.data from workflow onSuccess handler
2697414820,https://github.com/DrJLabs/Forgetful/pull/115,Cursor,agent,network,Fix mem0 search when query is None
2642443919,https://github.com/nodots/nodots-backgammon-cli/pull/2,Cursor,agent,ui,Fix silent command failures in CLI
2527072714,https://github.com/duneanalytics/sim-docs/pull/21,Cursor,agent,other_logic,fix footers
3339238576,https://github.com/llun/activities.next/pull/374,Cursor,agent,other_logic,fix(settings): Move fitness import warning into FitnessImport
